,sentiment scheme1,sentiment scheme2,cleaned_text
2350,1,2,who need cross gartering when you be rock a pair of clock en sock
2351,1,2,i notice i be always happy on the top floor of a skyscraper i guess one day i should buy
2352,1,2,the lion come visit the office hope this year of the rooster will
2353,1,1,interested in a job in hong kong this could be a great fit it hire career arc
2354,1,1,see our late hong kong job and click to apply senior officer agency compensation business
2355,1,1,time temp c hum percent c bar rain today
2356,2,2,well than no in tuen mun
2357,2,2,drink a by user otto photo
2358,2,2,congratulation mr mrs stewart live real estate property
2359,1,2,amaze dim sum by far the best i have ever have weird that i think i post this already 🤔 s
2360,1,1,with up alumnus association hong kong chapter officer carlo
2361,1,1,i be at smile dessert bar in causeway bay
2362,1,1,time temp c hum percent c bar rain today date
2363,1,2,i do not do much of black and white but it look good on this kind of structure hong kong city
2364,1,1,in the year of i remember the art of make painting and know what to do paint studio shi
2365,1,2,try it i can recommend staff good food good jazzy music great chef you will have a great time
2366,1,1,i be at man mo temple in sheung wan
2367,1,1,🚠 ping cable car ping cable car
2368,1,1,can you recommend anyone for this job senior manager senior business analyst regional business analyst repeat
2369,1,1,i be at fitness first platinum in hong kong
2370,1,1,take me back miss this place so much 🚶 ed ed mong kok street travel discover hong kong
2371,1,1,if you be look for work in hong kong check out this job it hire career arc
2372,1,1,time temp c hum percent c bar rain today
2373,1,1,i be at sawali club in hong kong
2374,1,1,oatmeal with rhubarb chutney chia seed and macadamia nut with
2375,1,1,casual clothes and sport brand open position user bazaar year month day morning time at night time address canton road tsim sha tsui wharf telecommunication center brand brand
2376,1,1,love we be look for someone who share our passion for our new bar the
2377,1,1,can you recommend anyone for this job in hong kong it hire career arc
2378,1,1,just post a photo garden of star at
2379,1,1,time temp c hum percent c bar rain today date
2380,1,2,these fry radish patty be superb fried white radish patty chinese food ad fry food heaven
2381,1,1,if you be look for work in hong kong check out this job legal veteran hire career arc
2382,1,2,every idea matter li be you up to the challenge
2383,1,1,we be hire click to apply system manager senior system analyst individual application it
2384,1,2,pacific place
2385,1,2,last meal in goose 👌 ed ed kowloon big in relax for a while tsim sha tsui
2386,1,2,divine bake camembert repeat simply incredible spice
2387,1,1,this job might be a great fit for you business analyst wealth management transformation
2388,1,1,time temp c hum percent c bar rain today
2389,1,2,what s good than with in it 😍 madam
2390,1,1,de canard duck blood sausage baguette money at a small french booth inside wine dine
2391,1,1,i be at tung chung station in tung chung
2392,1,1,i be at hong kong international airport in hong kong
2393,1,0,the shirt say it all mong kok
2394,1,2,be now trend in hong kong
2395,1,1,if you want and need cheap thing 🤭 mong kok east station
2396,1,2,interested in a job in hong kong this could be a great fit hire career arc
2397,2,2,welcome love from 🌹 🍓 🍯 🍾 inter continental hong kong inter continental hong kong
2398,1,1,time temp c hum percent c bar rain today
2399,1,1,can you recommend anyone for this job credit documentation manager it hong kong hire career arc
2400,1,1,i be at user in causeway bay
2401,1,1,want to work in hong kong view our late open actuarial job job hire career arc
2402,1,1,be visit different temple in and man mo temple
2403,1,1,user nice nail idea user book us at
2404,2,2,only at this amazing italian restaurant in user e
2405,1,2,the birthday 🎂 surprise 🎉 of a proposal 💗 of marriage 💍 thanks honey thanks
2406,1,1,go to a more place to report the weather 🤣 🤣 🤣 hong kong
2407,1,1,can you recommend anyone for this job manager control process governance business hong kong hire
2408,1,2,user user user chinese silver will be anti climax
2409,1,1,join the standard charter bank team see our late job open here it hong kong hire career arc
2410,1,1,china club with the rent china club food coma dim sum so good hand family time
2411,1,1,arctic buddy ocean park ocean park hong kong hong kong ocean park
2412,1,1,time now financial station live broadcast hong kong exchange and clear hong kong stock exchange in central
2413,1,1,korean barbecue i be more for their side dish 😋 newly open korean restaurant many
2414,1,1,time temp c hum percent c bar rain today
2415,1,2,bear bear 😍 🐶 no filter bear this guy in his hood soho my and i puppy love
2416,0,0,bye guy hku elongate graduation dinner cohort the
2417,1,1,on the in hong kong tsuen wan west station
2418,1,2,so true o cosmopolitan above entrepreneur entrepreneur ship dream hustle
2419,1,2,a picture of her laughing at something that i say me smile because she look gorgeous
2420,2,2,wonderful wonderful u u u hong kong hong kong food food food
2421,1,1,haircut
2422,1,2,i know that you have eat your food i m gon na have it rock eats hard rock hard rock
2423,1,1,time temp c hum percent c bar rain today
2424,1,2,buffet dinner new korean restaurant new court korean restaurant in hope how come
2425,1,1,poon kimono be available user user f
2426,1,1,en north point membership finance specialist de the nature conservancy
2427,1,1,just post a photo nan garden diamond hill
2428,1,1,i be at as simple as possible in hong kong
2429,1,1,on the way to work u u e u e u u d u build
2430,1,1,we be hire read about our late job open here commercialization manager legal
2431,1,1,rainy night in hong kong temple street night market
2432,1,2,because it s saturday i be back mong kok i be so back 😁 travel star cruise virgo
2433,2,2,enjoy with a great in one of the best place of hong kong gram user
2434,2,2,day ba user direct by star direction by
2435,1,1,spanish mackerel smoke sear over rice cook with seaweed broth pickle radish
2436,2,2,good elongate luck ho lee
2437,1,2,there be degree so why stick to one when i be in hong kong i visit
2438,1,2,can you recommend anyone for this job in hong kong investment banking hire career arc
2439,2,2,⚒ butterfly reuse 🌿 🍂 carbon 🌿 🍂 carbon jockey club creative art
2440,1,2,a bit touristy but still pigeon so good repeat juicy tasty pigeon chef eats chef life
2441,1,2,we be hire click to apply manager distribution compliance compliance legal hong kong job job
2442,1,2,thanks for my i have successfully increase my body weight from to next target
2443,1,1,can you recommend anyone for this job in hong kong insurance hire career arc
2444,2,2,my finally get a meal and rice gratify spend more time with your classmate and meal laugh more than talk can you concentrate on this can you concentrate on this buddy m since year
2445,1,1,late night flight mean late night adventure 🍥
2446,2,2,thank goodness for the airport express i never have to worry about transportation it s so
2447,1,2,good cowboy never die repeat 🐎 city exclusive take off tomorrow
2448,1,1,glad to have a chance to play a set on the stage of music festival day see you all at
2449,1,2,love this celebration ale from user user 🍺 😋 delicious porter to celebrate
2450,1,2,s kennedy town s amazing new local be now soft open great delicious food and big
2451,1,1,not the west ring west ring pier
2452,1,2,it s my honor to play a set support the big man user 🔥 👈 ed ed 👽 see you guy again
2453,1,1,if only girl would just read the sign hazard woman sign hong kong hong kong
2454,1,1,chinese medium mogul reveal as owner of hong kong broadcaster in potential regulatory breach
2455,1,1,i be at kowloon tong station in be
2456,1,1,see our late hong kong city job and click to apply senior consultant business
2457,1,1,chia seed en hong kong
2458,1,1,i be at tung chung station in tung chung
2459,1,1,me for any nail service product sale or nail course
2460,1,2,happy end or wipe peking restaurant
2461,2,2,lovely young couple couple tattoo first ink tattoo world female tattoo artist love ink skin art
2462,1,1,just post a photo ruin of st paul s church
2463,1,2,🙏 ✨ that if temple sha tin che kung temple
2464,1,1,the swiss student present their project last friday sprout be a
2465,1,1,just post a photo sai wan ho station
2466,2,2,fasten the food but it s so horrible repeat suddenly appear behind twenty two japanese cuisine
2467,1,1,time temp c hum percent c bar rain today
2468,1,2,ah this hotel 🏨
2469,1,1,can you recommend anyone for this job in hong kong it hire career arc
2470,1,2,read on this might be a good time to use due to the equinox phenomenon that will
2471,1,1,we be hire click to apply manager source supplier management business hong kong island job job
2472,2,2,new year s new shoe step into buy new shoe prepare for the lunar new year harbour city bazaar bazaar bazaar sport shoe shoe
2473,1,1,i be at dim sum specialty store in hong kong
2474,1,1,time temp c hum percent c bar rain today
2475,1,1,buy the left pair of sock never have a sneak sneaker peace minus one store she wan repeat
2476,1,1,life on the harbour star ferry star ferry pier create sha tsui tsim sha tsui star ferry pier
2477,1,1,time temp c hum percent c bar rain today
2478,1,1,i be at user in central
2479,1,1,u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u no in hong kong the one
2480,1,2,user awesome chef
2481,1,1,i be at hong kong international airport user in hong kong
2482,0,0,it s a pity 😭 pepper crab hot pot expensive art kitchen
2483,1,1,white porridge sea eel congee a few expensive 😅 😅 lat lat lat lat lat lat lat lat lat lat lat lat lat congee a few expensive 😅 😅 lat lat lat lat lat lat lat lat lat lat lat lat lat hong kong food hong kong food food
2484,1,1,fabric painting from the s part of the whitestone gallery collection
2485,1,1,time temp c hum percent c bar rain today
2486,1,1,just post a photo central mid level escalator and walkway system
2487,1,1,with a three course dish there be this hand in chen old iron
2488,1,2,and follow the tradition repeat wed do repeated thanks to user to make possible work
2489,1,1,see our late hong kong job and click to apply senior legal counsel legal career arc
2490,1,1,time temp c hum percent c bar rain today
2491,1,1,time temp c hum percent c bar rain today
2492,1,1,just post a photo harbour city
2493,1,1,i be at w user user
2494,1,2,you know life be good when you do not need a filter 🥑 🍳 love get that post workout protein
2495,1,2,the bride of the year 👰 ed ed 🤵 ed ed saturday to my marvelous and beautiful friend
2496,1,1,time temp c hum percent c bar rain today
2497,1,1,dark coffee tea time ae
2498,1,2,today user good color borrow a pedal train train train the hub venue
2499,1,1,i be at fitness first platinum in hong kong
2500,1,1,crossover concept 🎉 ed ed the cargo ship airport x
2501,1,1,cold war big mountain laugh elongate swim pool
2502,1,1,i be at din tai in tsim sha tsui
2503,1,1,can you recommend anyone for this job java developer it hong kong hire career arc
2504,1,1,time temp c hum percent c bar rain today
2505,1,1,anyone repeat yang yang repeat red with sally and daniel at apple mall pic
2506,1,1,i be at mong kok station in mong kok
2507,1,2,when you go dim sum with your mum and she make you order repeat shek mun station
2508,1,1,ae be now trend in hong kong
2509,1,0,day eleven of don t know whether this be chicken or bar
2510,1,2,trick eye bowls aka i have not master the art of take photo with the travel
2511,1,1,lobster roll with lobster mayo fry bread part of the mad hatter s tea set 🎩 at
2512,1,2,when your last client visit after a long week have this view 👩 ed ed u d 💼 💁 ed ed 👩 ed ed u d 💻 friday hong kong
2513,1,1,interested in a job in hong kong this could be a great fit customer service hire career arc
2514,2,2,😍 😍 😍 😍 welcome to harbour city
2515,1,1,a very special visit to foster partner hong kong global practice architecture
2516,1,2,lose and not find hong kong
2517,1,2,make by me m cooking by heart 💙 hollywood road hong kong
2518,1,1,time temp c hum percent c bar rain today
2519,1,2,t believe it s be exactly a month since the last show of dangerous woman tour i m
2520,1,1,time temp c hum percent c bar rain today
2521,1,1,over the muller minute to fill the with mud ready for the second half rite of spring transformation from woman to the rite of
2522,1,1,i just finish run in h m s with
2523,1,1,time temp c hum percent c bar rain today
2524,1,1,v live user be now trend in hong kong
2525,1,1,the little kraken wake up very early today love
2526,1,1,want to work at we be hire in hong kong click for detail architecture career arc
2527,1,2,open on date repeat u i really love this rook pierce i do suit his ear so elongated much repeat 🙏 thanks
2528,2,2,some like it hot repeat spicy hot food food spicy eat out dinner late post hot
2529,2,2,it s be a crazy journey together and i would not have it any other way love you guy 😘 great
2530,1,1,why be you walk further and far away new city square
2531,1,2,the city offer a different take on the
2532,1,2,christmas craze at landmark place hiroyuki
2533,1,1,money bowl of coconut sago soup pill good bowl dessert
2534,1,1,his robert heart to heart sam tailor model sam s tailor
2535,1,1,and i think be dense hong kong china work travel ed ed ed ed the upper house
2536,1,1,not just chinese performer the new year parade have performer from all over the world
2537,2,2,listen to it for the first time make a day different already overwhelm a water be awesome repeated de coral everyone s music street music repeat
2538,1,2,feel well today our wonderful year old photographer 💪 ed ed hku face of english
2539,1,2,creamy scramble egg tasmanian black truffle black truffle beef
2540,1,1,i be at brand in central district
2541,1,2,interested in a job in hong kong this could be a great fit project hire career arc
2542,1,1,hong kong st john s cathedral
2543,1,2,thursday throwback let us do it 😎 with mr free hug user tonight u a u only
2544,2,2,harvest today victoria park victoria park
2545,1,1,x repeat set goal be people want to be a burden on you learn to
2546,1,2,you continue to open my mimi and continue to smash 😎 you continue to open my mimi and continue to smash 😎 i the playground
2547,1,1,cheap cheap lunch street tram station
2548,1,1,green blue cam causeway bay hong kong
2549,1,1,money money 🙀 🙀 🙀 a pair of new balance hey sweep a few more pair of meat and pain ne balance shoe outlet sale
2550,1,2,moon cake chocolate moon 🌕 tea flavour uji ceylon earl grey
2551,1,0,the year be not forgive the last time i come to the next year repeat sigh down the year be not forgive the last time i come to the next year repeat sigh down the year be not forgive the last time i come to the next year repeat sigh down hong kong
2552,1,1,we be hire read about our late job open here private banking operation officer it hong kong
2553,2,2,new year new goal yep photo fan new year new me year of the rooster blueprint hong kong
2554,1,1,hong kong live music with a view
2555,1,1,time temp c hum percent c bar rain today
2556,1,2,🍷 😱 do get good than this repeat st perfume
2557,1,1,time temp c hum percent c bar rain today
2558,1,1,interested in a job in hong kong this could be a great fit project hire career arc
2559,1,1,i just finish walk in m s with
2560,1,1,time temp c hum percent c bar rain today
2561,1,1,back at restaurant lounge
2562,1,1,want to work in hong kong view our late open job sale job hire career arc
2563,1,0,probably will have abdominal pain tong shui the syrup in sham shui po in user
2564,1,1,in june the small person s negative energy magic ceremony be not attend this time the energy of the guest be also good there be not many villain and there be no problem with health among them the negative energy of the guest be deep and it be well to clear it yourself banish negative
2565,1,1,in china auction at the mandarin hotel an exceptional exhibition of unique
2566,1,1,time temp c hum percent c bar rain today
2567,1,1,time temp c hum percent c bar rain today
2568,1,2,a stunning example of the power of pommard noir flavour build like a tank roll
2569,2,2,the couple will go to eat well and the quality will remain the couple will go to eat well and the quality will remain causeway bay peak
2570,1,1,i be at in central
2571,1,1,sunday be normally busy day at the philippine consulate general in hong kong on this
2572,1,2,rain day who care 🌧 travel 👧 ed ed fa yuen hong kong
2573,1,1,time temp c hum percent c bar rain today
2574,1,1,if you be look for work in hong kong check out this job it hire career arc
2575,1,1,want to work at standard charter bank we be hire in hong kong click for detail account job job
2576,1,1,in addition to cantonese rhyme the late tool find mall shape point
2577,1,2,another moment i come to hong kong to learn how to make this exquisite stuffed crab from
2578,1,2,join the group team see our late job open here marketing tsim sha tsui
2579,1,2,at the brand new tai hang bar and grill we think we order the corn fritter and get a corn
2580,1,2,dinner test kitchen in hong kong
2581,1,1,join the standard charter bank team see our late job open here account hong kong hire career arc
2582,1,1,i be at hong kong international airport in hong kong
2583,1,1,time temp c hum percent c bar rain today
2584,1,1,i be at the hong kong jockey club sha tin club house in sha tin
2585,1,2,not sure the world understand how ridiculous my jacket be also look fabulous try
2586,1,1,time temp c hum percent c bar rain today
2587,1,1,tofu 👌 repeat how nice art follow hearing arm first armor fashion good friend mutual follow up repeat
2588,1,2,be 🐻 r camp so much fun great workout here at ursus with coach bam philip
2589,1,1,hong kong local musical production by a year old director and song composer the owner
2590,1,2,spend our first night in at victoria harbour with user 👫 🌃 💜 💛 💚 💙 u u 🖤 💖 hong kong u dad u a u u u
2591,1,2,babe you simply must live your dream do not let anyone dictate the way you should live your
2592,1,1,ray chen violin recital at concert hall hong kong city hall user hong kong
2593,1,1,dead thing still life even if your state of mind be water be useless because your body
2594,1,1,time temp c hum percent c bar rain today
2595,2,2,hong kong so much u u u u u u chocolate for valentine s day 🌹
2596,1,2,in hong kong be a complete success even though i
2597,1,1,time temp c hum percent c bar rain today
2598,1,1,time temp c hum percent c bar rain today
2599,1,2,where else would i be on my birthday in hong kong 🎉 ocean park birthday hong kong
2600,2,2,new year new desk repeat be feed up of have a office space so give it a face lift
2601,1,2,dinner prepare by my prepare tonight dinner dinner dinner residence oasis
2602,1,1,i be at lei tung station in southern district hong kong
2603,1,2,🍰 🎂 patisserie tony wong
2604,1,1,this rain be not gon na stop from sell a ton of this sensational japanese tomato
2605,1,1,time temp c hum percent c bar rain today
2606,1,2,can i go on the ride yet repeat fun carnival photography sister
2607,1,1,just post a photo wong tai sin temple
2608,1,1,just post a photo minimal hotel
2609,1,2,just me myself and user coffee coffee culture hong kong gram cannon st
2610,1,2,very excited to learn that french may be feature nicolas s work in his first ever
2611,1,1,who run e world repeat girl elongate 💪 photo of the day swag positive weekend true story
2612,1,1,let us cross over with this old boat repeat vintage hong kong discover hong kong
2613,2,2,thank you so much for come to the street of hong kong art opening at the gallery
2614,1,1,i be at wan chai computer city in wan chai
2615,1,1,join the team see our late job open here sale hong kong island hire career arc
2616,1,1,i be at smile clinic albert lee and associate in central
2617,1,2,eat some delicious indian food two night in a row the owner be lovely u u 🙌 ed ed be rang
2618,1,1,can you recommend anyone for this job in hong kong project hire career arc
2619,1,2,guy in red hoodie have land back in happy hong kong international airport user
2620,1,1,want to work at standard charter bank we be hire in hong kong click for detail it job job career arc
2621,1,1,back to hong kong international airport user
2622,1,1,want to work at standard charter bank we be hire in hong kong click for detail business job job
2623,1,1,side brain s animal 🔴 📷 hong kong contemporary art by
2624,1,1,i be at s s in cheung sha van
2625,1,2,tuesday morning maritime square u u u ce
2626,1,0,i miss you 😕 street of hong kong from where i stand jew travel diary cam
2627,1,2,three generation of woman and we be all bear under year of the snake 🐍 discover hong kong
2628,1,1,i be at hong kong international airport user in island district hong kong
2629,1,1,i be at the landmark in central
2630,1,1,u u u u u u u u u u hong kong international airport user in island district hong kong
2631,1,1,join the team see our late job open here business hong kong hire career arc
2632,1,2,serve up some interesting local snack up at now until this sunday come on
2633,1,2,uniform fashion from hku university of hong kong
2634,1,1,just post a photo venetian hotel
2635,1,1,i be at the sun arcade in tsim sha tsui w user
2636,1,1,time temp c hum percent c bar rain today
2637,2,2,happy chinese new year and kung hei fat choi from our robot at studio james law te
2638,1,2,credit to user how beautiful be this allah islam
2639,1,1,eat like a local egg waffle hong kong
2640,1,1,look at joan space
2641,1,1,time temp c hum percent c bar rain today
2642,1,2,when good time and heavy weight come together only great thing can happen kill it at
2643,1,2,thank you cathay pacific for my upgrade to business class marco polo hong kong
2644,1,2,queue well than no in hong kong
2645,1,1,easter be come nail nail user nice nail idea user book us at
2646,1,1,with at air jordan pic
2647,1,1,see our late hong kong job and click to apply temporary assistant officer agency service it hire
2648,1,1,slave
2649,1,1,interested in a job in hong kong this could be a great fit business hire career arc
2650,1,1,ok repeat s animal cam star war hong kong random street causeway bay
2651,1,1,time temp c hum percent c bar rain today date
2652,1,2,down time mean stretch time at the hope you be enjoy take good care of
2653,1,2,make my debut on user this friday at time to time go to be spin some
2654,1,1,saturday 👊 ✨ ✨ ✨ lan kwai fong lan kwai fong
2655,1,2,come and get wild tonight at user w user best club play hip hop
2656,2,2,take almost hour to open up 😱 dense and delicious repeat dug y chamber t in red birthday
2657,1,1,how do you say in italian salty lamb ragout and
2658,1,2,nice s animal 🔴 📷 hong kong contemporary art by
2659,1,1,pump up your hump day with a cheesy lunch boom shack
2660,1,1,chocolate pudding repeat ta vie u
2661,1,1,her last night in town cant you tell we be the expert 😂 😜 😜 see you
2662,1,2,simply life never disappoint on their crab meat salad 🥗 😋 salad plate repeat salad salad idea
2663,1,1,i be at in causeway bay
2664,1,0,seriously want to kick him in the nut repeat i do not know why
2665,1,1,i just finish walk in h m s with
2666,1,1,time temp c hum percent c bar rain today
2667,1,1,my focus this week upper body weight bear strength work principle upper body
2668,1,1,u u perfect have you ever just be walk through the city and all of a sudden everything
2669,1,1,this job might be a great fit for you supply chain analyst hong kong hire
2670,1,1,bizarre dinner emerald long
2671,2,2,day fam 👐 ed ed central district hong kong
2672,1,1,ecstasy joy bliss repeat momentarily major laura palmer and this remind me of inland
2673,1,2,on fire island school grand hong kong
2674,1,1,i be at hex bar and billiards
2675,1,1,i be at wine bar restaurant user in central hong kong
2676,1,1,patrol business lao noodle house in sham shui po in user
2677,1,1,time temp c hum percent c bar rain today
2678,1,1,i be at the wing cathay pacific lounge in lap kok hong kong
2679,1,1,i be at in kwun tong w user
2680,1,1,i be at hong kong international airport user in hong kong
2681,1,2,who need birthday cake when there s chai thank you for a fantastic
2682,1,1,i just finish walk in m s with
2683,1,1,at the exhibition staff and uniformed police officer be deploy on the scene hong kong island hong kong station hong kong station
2684,1,2,mother daughter shopping day fun my life love time square
2685,1,1,i be at the hong kong club in central hong kong
2686,1,2,i be at in tsim sha tsui
2687,1,1,the next day the first company will be the company send it to today we will welcome the new car hybrid tsuen van public library
2688,1,1,join the the nature conservancy team see our late job open here think green green job
2689,1,2,trade show hi to all overseas buyer 😄 😄 😄 shop
2690,1,2,the photographer and the photograph g t
2691,1,2,today s the day when hong kong be return to china
2692,1,1,this job might be a great fit for you brand management assistant brand manager marketing
2693,1,2,sister hing s idea of dinner for four repeat yuen long district
2694,1,1,i be at hong kong international airport user in hong kong
2695,1,1,bake abalone and chicken puff repeat spring moon peninsula hotel
2696,1,1,i be at lucky dessert tweet dessert in hope how come
2697,1,0,know that tomorrow be the last day of vacation be like repeat cam good grid
2698,1,1,spinach prawn dumpling and lung dim sum landmark ae
2699,1,1,this job might be a great fit for you officer credit risk control governance team accounting hong kong
2700,1,1,i be at golden computer in sham shui po
2701,1,1,time temp c hum percent c bar rain today
2702,1,1,want to work at we be hire in hong kong click for detail operation job job career arc
2703,1,1,i be at mei ho house youth hostel in sham shui po
2704,1,1,user the border on the right be suitable for one hand grip
2705,1,1,i be at terminal train stop
2706,2,2,so much flavour in these little triangle glutinous rice ball cha u u tsim sha tsui
2707,1,1,this job might be a great fit for you senior consultant business hong kong city
2708,1,1,if you be look for work in hong kong check out this job marketing hire career arc
2709,1,1,time temp c hum percent c bar rain today
2710,1,1,if you be look for work in hong kong check out this job project hire career arc
2711,1,2,oh yeah repeat de
2712,1,2,i decide i would try this restaurant right beside my hotel on the last night of this trip it
2713,2,2,happy weekend weekend sunday holiday hotel pullman hotel the park lane hotel lobby lounge
2714,1,2,opening repeat fun goli a fun goli a shop helen to to building
2715,1,1,in the era of the square see gas time square user in causeway bay
2716,1,1,time temp c hum percent c bar rain today
2717,1,1,remember this motto everyday your title may not be princess but for sure you be for someone 💎
2718,1,1,i be at by in mong kok
2719,1,1,today i cast all culinary pretension aside and take my six year daughter to
2720,1,1,mike his george sam tailor model sam s tailor
2721,1,1,then go full happy and friend in aberdeen tea restaurant create sha tsui hong kong
2722,1,1,can you recommend anyone for this job in hong kong marketing hire career arc
2723,1,1,all of us pass out after another kick butt session with elongate at user we be
2724,2,2,mum s birthday dinner seventh son restaurant u u u u f u u in wan chai hong kong
2725,1,1,i be at tim ho wan in central w user user
2726,1,2,how i spend my last day in 👟 👟 👟 👟 👟 sneaker street
2727,1,1,new stock friend ask for a reservation new generation special car model alexander dennis
2728,1,1,at the space in for the nordic showcase event at the last day of the
2729,1,1,definitely lo if dinner tai wai
2730,1,1,mille feuille user 😻 caramelize mille feuille fresh strawberry lime
2731,1,1,just post a photo lan kwai fong ad
2732,1,1,interested in a job in hong kong this could be a great fit it hire career arc
2733,1,2,happy anniversary despite typhoon wake us up at time to find our
2734,1,1,there be two uncle in the food room and they be scar to speculate on the parking space after turn their head they will have a baby include their own daughter three adjective be good enough to describe young people yoga shrine in north point hong kong
2735,1,1,i be at oliver s super sandwich in north point hong kong
2736,1,2,let s a have a great one new office one medium group studio one live event
2737,1,2,i be a good boy 😍 😍 😍 power repeat 💗 💗 💗 white night in
2738,1,1,drop off hang hau station in hong kong
2739,1,2,that s open do 💪 ed ed five week of sweat tear and over what dave
2740,1,1,guy in red hoodie have land on my way to hong kong international airport user
2741,1,1,time temp c hum percent c bar rain today
2742,1,1,i be at central station in central
2743,1,1,time temp c hum percent c bar rain today
2744,2,2,want to go light before flight end up heavy yummy heavy pizza express hong kong
2745,1,1,want to work in hong kong view our late opening operation job job hire career arc
2746,1,2,greeting from floor up in hong kong spa bliss relax massage zen view need
2747,1,1,if you think you be strong it be only because of gravity do everything anything to love
2748,1,1,i just finish walk in m s with
2749,1,1,international membership analysis operation repeat the nature conservancy north point
2750,1,1,if you be look for work in hong kong check out this job marketing hire career arc
2751,2,2,such fascinating architecture twin tower
2752,1,2,group picture with friend intercontinental hong kong
2753,1,1,convention participate by the company s top leader agent in 😱 🌟 the life
2754,1,1,time temp c hum percent c bar rain today
2755,1,2,the place where you can fall in love with sunrise and sunset even more repeat while
2756,1,1,jan day to hong kong for youth exchange yep on this international
2757,1,2,🎄 ice palace delightful christmas 🎄 more show repeat date time tai koo
2758,1,2,good morning hong kong here s to hour of east meet west glass meet sandstone and
2759,1,1,want to work at standard charter bank we be hire in hong kong click for detail finance job job
2760,1,2,thanks user for the quality fade percent recommend gentleman s tonic best barber
2761,1,1,try the name lava bar restaurant
2762,1,1,user but apple
2763,1,1,what s for dinner restaurant
2764,1,2,pro democracy activist fear police be eavesdrop on internal chat
2765,2,2,what a show it s such a great way to celebrate repeat
2766,1,2,every year the company have a private event every time i feel that the voting result be set of drama um um repeat
2767,1,1,time temp c hum percent c bar rain today
2768,1,1,i be at new world tower in central
2769,1,2,hong kong have create one of the most successful society on earth 🌎 ad 🗾
2770,1,1,cider with jeremy from authentic cider st march limit place book your place
2771,1,1,just come by to take some moment hong kong harbour city tsim sha tsui kowloon
2772,1,2,cycling in a sunday afternoon 🎶 🎵 🎶 hong kong sha tin park
2773,1,2,attend di s wed ceremony 👲 ed ed chai wan
2774,1,1,three bean salad salad kennedy town
2775,1,2,nothing quite like a crazy night in hong kong when you have already be on the go for hour
2776,1,1,all my weakness in a bowl sea urchin salmon roe i sweet shrimp be a
2777,1,1,time temp c hum percent c bar rain today
2778,1,1,can you recommend anyone for this job senior officer proposition and product development marketing hong kong
2779,2,2,enjoy the view from the th floor 🍾 hong kong ozone at the hong
2780,1,1,hong kong slow cook angus rib with sun dry tomato 🍴 money 😋 day and
2781,2,2,very brief a purple birthday cake you have to add a good taste to thank sweetie heart burning canteen
2782,1,2,go somewhere with young man happy japan visa japan visa appointment
2783,1,2,do what make your soul happy repeat c ed ed ed ed festival walk
2784,2,2,we all deserve to be happy repeated central global building
2785,1,1,time temp c hum percent c bar rain today
2786,1,1,time temp c hum percent c bar rain today
2787,1,1,after lunch coffee with from e at user in tsim sha tsui
2788,1,2,clark gable at the lobby of the peninsula hong there use to be a bar in the
2789,1,1,hong kong downtown cocktail
2790,1,1,time temp c hum percent c bar rain today
2791,2,2,super delicious fire duck silk dish fan from the old man ninth house tin estate
2792,1,1,new menu of stockton be out check out user and their cool team at stockton
2793,1,2,appreciate everything around you before moment turn into memory
2794,1,1,i lose my heart to a starship trooper repeat hong kong park
2795,1,2,👌 hong kong s observation deck
2796,1,1,want to work at standard charter bank we be hire in hong kong click for detail it job job career arc
2797,2,2,happy lantern festival west rail
2798,1,1,i be at urban bakery work in central
2799,1,1,join the team see our late job open here finance hong kong hire career arc
2800,2,2,a good afternoon taste newly release and a bit aged base year
2801,1,2,tonight be epic at fly with mr cut killer un de la repeat ed ed ab ed ed 🔥 🙌 ed ed
2802,1,1,road wan chai road my street my neighborhood hong kong
2803,1,2,harry lee be good friend with my dad before he pass away so nothing i love more than
2804,2,2,i have get a feeling that tonight s gon na be a f night 😎 😎 😎 beer pong have some n
2805,1,2,at noon on saturday i be a and eat the tide hall mourn cook at gallery central hong kong food
2806,1,1,i be at australia dairy company in hong kong
2807,1,1,what s for dinner lemon tea sheung wan yuan ji restaurant
2808,1,2,pizza win stew milk double boil milk pudding with taro
2809,1,2,spontaneity be the key u u u 🚦 hong kong time square travel time square hong kong
2810,1,1,on shark humanity artist in action exhibition hong kong maritime museum in central
2811,1,2,hong kong you be the perfect gentleman today 😘 travel luxury travel style love
2812,1,1,just post a photo queen s road hong kong
2813,1,1,just post a photo jimmy s kitchen
2814,1,1,time temp c hum percent c bar rain today
2815,1,2,😍 😘 🎙 good 😍 😘 🎙 good 😍 😘 🎙 good 😍 😘 🎙 good show 😍 👍 👍 you be too repeat 😍 so show 😍 👍 👍 you be too repeat 😍 so cool g dragon world tour m o t t e arena
2816,1,2,bless carrie lam sam tailor sam s tailor
2817,1,1,this job might be a great fit for you director senior director group insurance solution market hong kong
2818,1,1,time for for self recollection and meditation time for
2819,2,2,thank you hong kong grand hotel the exquisite hong kong bay no moon cake gift box contain innovative flavor include garnish egg yolk and bird s nest almond honey it be enough to teach people to covet thank you great
2820,1,1,posh shop mark spencer mark spencer in central
2821,1,1,interested in a job in hong kong this could be a great fit operation hire career arc
2822,1,1,time temp c hum percent c bar rain today
2823,1,1,join the team see our late job opening here market hong kong hire career arc
2824,1,1,tomorrow be a typhoon day again so i drive to plaza aeon
